filename T #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
10.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
2.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
3.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
4.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
5.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
6.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
7.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
8.txt 100000.0 1 1 1 1 1 1 1 1 1 1 
9.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
1.txt 200000.0 13 10 10 10 10 10 10 10 10 10 
10.txt 200000.0 15 15 15 15 15 15 15 15 15 15 
2.txt 200000.0 13 13 13 13 13 13 13 13 13 13 
3.txt 200000.0 9 9 9 9 9 9 9 9 9 9 
4.txt 200000.0 9 9 9 9 9 9 9 9 9 9 
5.txt 200000.0 17 17 17 17 17 17 17 17 17 17 
6.txt 200000.0 14 14 14 14 14 14 14 14 14 14 
7.txt 200000.0 10 10 10 10 10 10 10 10 10 10 
8.txt 200000.0 11 11 11 11 11 11 11 11 11 11 
9.txt 200000.0 13 13 13 13 13 13 13 13 13 13 
1.txt 300000.0 19 15 15 15 15 15 15 15 15 15 
10.txt 300000.0 25 25 25 25 25 25 25 25 25 25 
2.txt 300000.0 18 18 18 18 18 18 18 18 18 18 
3.txt 300000.0 15 15 15 15 15 15 15 15 15 15 
4.txt 300000.0 15 15 15 15 15 15 15 15 15 15 
5.txt 300000.0 22 22 22 22 22 22 22 22 22 22 
6.txt 300000.0 21 21 21 21 21 21 21 21 21 21 
7.txt 300000.0 18 18 18 18 18 18 18 18 18 18 
8.txt 300000.0 27 27 27 27 27 27 27 27 27 27 
9.txt 300000.0 25 25 25 25 25 25 25 25 25 25 
1.txt 400000.0 35 30 30 30 30 30 30 30 30 30 
10.txt 400000.0 28 28 28 28 28 28 28 28 28 28 
2.txt 400000.0 37 37 37 37 37 37 37 37 37 37 
3.txt 400000.0 31 31 31 31 31 31 31 31 31 31 
4.txt 400000.0 30 30 30 30 30 30 30 30 30 30 
5.txt 400000.0 32 32 32 32 32 32 32 32 32 32 
6.txt 400000.0 37 37 37 37 37 37 37 37 37 37 
7.txt 400000.0 31 31 31 31 31 31 31 31 31 31 
8.txt 400000.0 31 31 31 31 31 31 31 31 31 31 
9.txt 400000.0 29 29 29 29 29 29 29 29 29 29 
1.txt 500000.0 39 36 36 36 36 36 36 36 36 36 
10.txt 500000.0 32 32 32 32 32 32 32 32 32 32 
2.txt 500000.0 40 40 40 40 40 40 40 40 40 40 
3.txt 500000.0 43 43 43 43 43 43 43 43 43 43 
4.txt 500000.0 41 41 41 41 41 41 41 41 41 41 
5.txt 500000.0 37 37 37 37 37 37 37 37 37 37 
6.txt 500000.0 46 46 46 46 46 46 46 46 46 46 
7.txt 500000.0 35 35 35 35 35 35 35 35 35 35 
8.txt 500000.0 35 35 35 35 35 35 35 35 35 35 
9.txt 500000.0 31 31 31 31 31 31 31 31 31 31 
