filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 1680.8429598743585 1900.5376572248529 1900.5376572248529 1900.5376572248529 1900.5376572248529 1900.5376572248529 1900.5376572248529 1900.5376572248529 1900.5376572248529 1900.5376572248529 
10.txt 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 1568.7574077263641 
2.txt 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 1715.7688477400834 
3.txt 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 1597.8413534307347 
4.txt 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 2152.396168668144 
5.txt 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 1740.2732379099423 
6.txt 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 1479.2476444544693 
7.txt 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 1568.2139483497765 
8.txt 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 1722.9827473624955 
9.txt 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 1325.6496715609474 
