filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 1213.6208865976446 1147.5549928254777 1147.5549928254777 1147.5549928254777 1147.5549928254777 1147.5549928254777 1147.5549928254777 1147.5549928254777 1147.5549928254777 1147.5549928254777 
10.txt 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 1494.5136540413723 
2.txt 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 1459.371076187186 
3.txt 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 1300.5407003700068 
4.txt 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 1581.15454608418 
5.txt 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 1678.230254697062 
6.txt 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 1572.6507777122001 
7.txt 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 1474.8203591995286 
8.txt 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 1830.7266584058707 
9.txt 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 1324.7441638345952 
