filename T #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 100000.0 104588.15022112963 104074.77661641614 104074.77661641614 104074.77661641614 104074.77661641614 104074.77661641614 104074.77661641614 104074.77661641614 104074.77661641614 104074.77661641614 
10.txt 100000.0 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 104864.59568273013 
2.txt 100000.0 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 104093.85474922514 
3.txt 100000.0 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 141205.3312012116 
4.txt 100000.0 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 106034.28461989111 
5.txt 100000.0 105496.53613937 105496.53613937 105496.53613937 105496.53613937 105496.53613937 105496.53613937 105496.53613937 105496.53613937 105496.53613937 105496.53613937 
6.txt 100000.0 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 104951.45636847972 
7.txt 100000.0 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 105465.19561120373 
8.txt 100000.0 104378.330664064 104378.330664064 104378.330664064 104378.330664064 104378.330664064 104378.330664064 104378.330664064 104378.330664064 104378.330664064 104378.330664064 
9.txt 100000.0 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 105847.52313197945 
1.txt 200000.0 417460.32271418796 412291.23490041186 412291.23490041186 412291.23490041186 412291.23490041186 412291.23490041186 412291.23490041186 412291.23490041186 412291.23490041186 412291.23490041186 
10.txt 200000.0 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 434922.15688306297 
2.txt 200000.0 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 320103.2191734775 
3.txt 200000.0 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 332269.30846682587 
4.txt 200000.0 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 334536.3433991005 
5.txt 200000.0 379849.561317039 379849.561317039 379849.561317039 379849.561317039 379849.561317039 379849.561317039 379849.561317039 379849.561317039 379849.561317039 379849.561317039 
6.txt 200000.0 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 354814.02290540683 
7.txt 200000.0 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 387496.3513954354 
8.txt 200000.0 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 429191.0929551872 
9.txt 200000.0 420129.186662055 420129.186662055 420129.186662055 420129.186662055 420129.186662055 420129.186662055 420129.186662055 420129.186662055 420129.186662055 420129.186662055 
1.txt 300000.0 638907.9078439205 629823.0243726885 629823.0243726885 629823.0243726885 629823.0243726885 629823.0243726885 629823.0243726885 629823.0243726885 629823.0243726885 629823.0243726885 
10.txt 300000.0 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 679513.3791717093 
2.txt 300000.0 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 537030.8637554033 
3.txt 300000.0 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 711549.0682947504 
4.txt 300000.0 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 666028.2926210754 
5.txt 300000.0 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 609147.8461076696 
6.txt 300000.0 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 628263.7260462726 
7.txt 300000.0 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 627809.9417440232 
8.txt 300000.0 692751.350221171 692751.350221171 692751.350221171 692751.350221171 692751.350221171 692751.350221171 692751.350221171 692751.350221171 692751.350221171 692751.350221171 
9.txt 300000.0 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 631634.9010967256 
1.txt 400000.0 932421.8952031644 917668.1447026154 917668.1447026154 917668.1447026154 917668.1447026154 917668.1447026154 917668.1447026154 917668.1447026154 917668.1447026154 917668.1447026154 
10.txt 400000.0 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 882342.6221019982 
2.txt 400000.0 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 886047.1525428009 
3.txt 400000.0 838186.517097215 838186.517097215 838186.517097215 838186.517097215 838186.517097215 838186.517097215 838186.517097215 838186.517097215 838186.517097215 838186.517097215 
4.txt 400000.0 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 834090.0558384854 
5.txt 400000.0 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 833060.9501415872 
6.txt 400000.0 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 838999.5388996114 
7.txt 400000.0 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 836201.9092810282 
8.txt 400000.0 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 993992.1720261517 
