filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 1120.8123960004716 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 
10.txt 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 
2.txt 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 
3.txt 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 
4.txt 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 
5.txt 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 
6.txt 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 
7.txt 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 
8.txt 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 
9.txt 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 1580.6567308309595 
