filename T #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
10.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
2.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
3.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
4.txt 100000.0 1 1 1 1 1 1 1 1 1 1 
5.txt 100000.0 1 1 1 1 1 1 1 1 1 1 
6.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
7.txt 100000.0 1 1 1 1 1 1 1 1 1 1 
8.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
9.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
1.txt 200000.0 16 13 13 13 13 13 13 13 13 13 
10.txt 200000.0 13 13 13 13 13 13 13 13 13 13 
2.txt 200000.0 14 14 14 14 14 14 14 14 14 14 
3.txt 200000.0 14 14 14 14 14 14 14 14 14 14 
4.txt 200000.0 11 11 11 11 11 11 11 11 11 11 
5.txt 200000.0 12 12 12 12 12 12 12 12 12 12 
6.txt 200000.0 13 13 13 13 13 13 13 13 13 13 
7.txt 200000.0 12 12 12 12 12 12 12 12 12 12 
8.txt 200000.0 16 16 16 16 16 16 16 16 16 16 
9.txt 200000.0 9 9 9 9 9 9 9 9 9 9 
1.txt 300000.0 24 21 21 21 21 21 21 21 21 21 
10.txt 300000.0 27 27 27 27 27 27 27 27 27 27 
2.txt 300000.0 20 20 20 20 20 20 20 20 20 20 
3.txt 300000.0 25 25 25 25 25 25 25 25 25 25 
4.txt 300000.0 22 22 22 22 22 22 22 22 22 22 
5.txt 300000.0 22 22 22 22 22 22 22 22 22 22 
6.txt 300000.0 27 27 27 27 27 27 27 27 27 27 
7.txt 300000.0 22 22 22 22 22 22 22 22 22 22 
8.txt 300000.0 23 23 23 23 23 23 23 23 23 23 
9.txt 300000.0 22 22 22 22 22 22 22 22 22 22 
1.txt 400000.0 37 37 37 37 37 37 37 37 37 37 
10.txt 400000.0 38 38 38 38 38 38 38 38 38 38 
2.txt 400000.0 37 37 37 37 37 37 37 37 37 37 
3.txt 400000.0 37 37 37 37 37 37 37 37 37 37 
4.txt 400000.0 40 40 40 40 40 40 40 40 40 40 
5.txt 400000.0 42 42 42 42 42 42 42 42 42 42 
6.txt 400000.0 35 35 35 35 35 35 35 35 35 35 
7.txt 400000.0 37 37 37 37 37 37 37 37 37 37 
8.txt 400000.0 41 41 41 41 41 41 41 41 41 41 
9.txt 400000.0 35 35 35 35 35 35 35 35 35 35 
1.txt 500000.0 49 47 47 47 47 47 47 47 47 47 
10.txt 500000.0 46 46 46 46 46 46 46 46 46 46 
2.txt 500000.0 44 44 44 44 44 44 44 44 44 44 
3.txt 500000.0 49 49 49 49 49 49 49 49 49 49 
4.txt 500000.0 51 51 51 51 51 51 51 51 51 51 
5.txt 500000.0 52 52 52 52 52 52 52 52 52 52 
6.txt 500000.0 41 41 41 41 41 41 41 41 41 41 
7.txt 500000.0 51 51 51 51 51 51 51 51 51 51 
8.txt 500000.0 45 45 45 45 45 45 45 45 45 45 
9.txt 500000.0 40 40 40 40 40 40 40 40 40 40 
