filename T #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
10.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
2.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
3.txt 100000.0 1 1 1 1 1 1 1 1 1 1 
4.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
5.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
6.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
7.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
8.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
9.txt 100000.0 0 0 0 0 0 0 0 0 0 0 
1.txt 200000.0 3 4 4 4 4 4 4 4 4 4 
10.txt 200000.0 10 10 10 10 10 10 10 10 10 10 
2.txt 200000.0 4 4 4 4 4 4 4 4 4 4 
3.txt 200000.0 5 5 5 5 5 5 5 5 5 5 
4.txt 200000.0 9 9 9 9 9 9 9 9 9 9 
5.txt 200000.0 10 10 10 10 10 10 10 10 10 10 
6.txt 200000.0 11 11 11 11 11 11 11 11 11 11 
7.txt 200000.0 14 14 14 14 14 14 14 14 14 14 
8.txt 200000.0 9 9 9 9 9 9 9 9 9 9 
9.txt 200000.0 9 9 9 9 9 9 9 9 9 9 
1.txt 300000.0 12 12 12 12 12 12 12 12 12 12 
10.txt 300000.0 14 14 14 14 14 14 14 14 14 14 
2.txt 300000.0 12 12 12 12 12 12 12 12 12 12 
3.txt 300000.0 20 20 20 20 20 20 20 20 20 20 
4.txt 300000.0 17 17 17 17 17 17 17 17 17 17 
5.txt 300000.0 17 17 17 17 17 17 17 17 17 17 
6.txt 300000.0 20 20 20 20 20 20 20 20 20 20 
7.txt 300000.0 19 19 19 19 19 19 19 19 19 19 
8.txt 300000.0 12 12 12 12 12 12 12 12 12 12 
9.txt 300000.0 12 12 12 12 12 12 12 12 12 12 
1.txt 400000.0 26 28 28 28 28 28 28 28 28 28 
10.txt 400000.0 22 22 22 22 22 22 22 22 22 22 
2.txt 400000.0 32 32 32 32 32 32 32 32 32 32 
3.txt 400000.0 23 23 23 23 23 23 23 23 23 23 
4.txt 400000.0 21 21 21 21 21 21 21 21 21 21 
5.txt 400000.0 26 26 26 26 26 26 26 26 26 26 
6.txt 400000.0 24 24 24 24 24 24 24 24 24 24 
7.txt 400000.0 30 30 30 30 30 30 30 30 30 30 
8.txt 400000.0 17 17 17 17 17 17 17 17 17 17 
9.txt 400000.0 28 28 28 28 28 28 28 28 28 28 
1.txt 500000.0 32 35 35 35 35 35 35 35 35 35 
10.txt 500000.0 28 28 28 28 28 28 28 28 28 28 
2.txt 500000.0 36 36 36 36 36 36 36 36 36 36 
3.txt 500000.0 28 28 28 28 28 28 28 28 28 28 
4.txt 500000.0 28 28 28 28 28 28 28 28 28 28 
5.txt 500000.0 29 29 29 29 29 29 29 29 29 29 
6.txt 500000.0 32 32 32 32 32 32 32 32 32 32 
7.txt 500000.0 33 33 33 33 33 33 33 33 33 33 
8.txt 500000.0 31 31 31 31 31 31 31 31 31 31 
9.txt 500000.0 32 32 32 32 32 32 32 32 32 32 
