filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 417266.06466226996 461101.4687466561 461101.4687466561 461101.4687466561 461101.4687466561 461101.4687466561 461101.4687466561 461101.4687466561 461101.4687466561 461101.4687466561 
10.txt 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 418338.2327639123 
2.txt 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 455404.22697417723 
3.txt 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 499071.70409434766 
4.txt 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 498729.0673583534 
5.txt 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 510685.8287488969 
6.txt 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 435124.68021158455 
7.txt 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 432112.9466557598 
8.txt 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 417762.43692204717 
9.txt 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 487508.8469207746 
