filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 267095.15403910744 267295.1126694037 267295.1126694037 267295.1126694037 267295.1126694037 267295.1126694037 267295.1126694037 267295.1126694037 267295.1126694037 267295.1126694037 
10.txt 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 309868.1090764537 
2.txt 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 312816.6031261882 
3.txt 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 312656.4052079127 
4.txt 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 315536.6903465573 
5.txt 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 312114.9778000335 
6.txt 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 315203.32522843865 
7.txt 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 311504.48897673655 
8.txt 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 314342.8193579283 
9.txt 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 312886.39652065496 
