filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 1694.0619363262415 1679.4204583282658 1679.4204583282658 1679.4204583282658 1679.4204583282658 1679.4204583282658 1679.4204583282658 1679.4204583282658 1679.4204583282658 1679.4204583282658 
10.txt 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 1717.6925149156368 
2.txt 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 1699.8358000498174 
3.txt 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 1817.986443093159 
4.txt 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 1776.0521191179753 
5.txt 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 1837.975344195707 
6.txt 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 1574.1476620885394 
7.txt 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 1615.2711455611368 
8.txt 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 1527.5125471160845 
9.txt 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 1877.371001107729 
