filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 5 5 5 5 5 5 5 5 5 5 
10.txt 5 5 5 5 5 5 5 5 5 5 
2.txt 3 3 3 3 3 3 3 3 3 3 
3.txt 4 4 4 4 4 4 4 4 4 4 
4.txt 5 5 5 5 5 5 5 5 5 5 
5.txt 5 5 5 5 5 5 5 5 5 5 
6.txt 4 4 4 4 4 4 4 4 4 4 
7.txt 2 2 2 2 2 2 2 2 2 2 
8.txt 5 5 5 5 5 5 5 5 5 5 
9.txt 9 9 9 9 9 9 9 9 9 9 
