filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 3 4 4 4 4 4 4 4 4 4 
10.txt 10 10 10 10 10 10 10 10 10 10 
2.txt 4 4 4 4 4 4 4 4 4 4 
3.txt 5 5 5 5 5 5 5 5 5 5 
4.txt 9 9 9 9 9 9 9 9 9 9 
5.txt 10 10 10 10 10 10 10 10 10 10 
6.txt 11 11 11 11 11 11 11 11 11 11 
7.txt 14 14 14 14 14 14 14 14 14 14 
8.txt 9 9 9 9 9 9 9 9 9 9 
9.txt 9 9 9 9 9 9 9 9 9 9 
