filename #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 13 10 10 10 10 10 10 10 10 10 
10.txt 15 15 15 15 15 15 15 15 15 15 
2.txt 13 13 13 13 13 13 13 13 13 13 
3.txt 9 9 9 9 9 9 9 9 9 9 
4.txt 9 9 9 9 9 9 9 9 9 9 
5.txt 17 17 17 17 17 17 17 17 17 17 
6.txt 14 14 14 14 14 14 14 14 14 14 
7.txt 10 10 10 10 10 10 10 10 10 10 
8.txt 11 11 11 11 11 11 11 11 11 11 
9.txt 13 13 13 13 13 13 13 13 13 13 
