filename T #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
1.txt 100000.0 413.19727955247777 351.90824450915085 351.90824450915085 351.90824450915085 351.90824450915085 351.90824450915085 351.90824450915085 351.90824450915085 351.90824450915085 351.90824450915085 
10.txt 100000.0 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 394.6959761944085 
2.txt 100000.0 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 241.97143617027638 
3.txt 100000.0 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 346.5687344043201 
4.txt 100000.0 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 343.13833856411827 
5.txt 100000.0 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 316.90396747697497 
6.txt 100000.0 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 385.9030982867738 
7.txt 100000.0 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 324.31770844425506 
8.txt 100000.0 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 397.0285849614066 
9.txt 100000.0 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 405.8270089591079 
1.txt 200000.0 1120.8123960004716 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 1072.7187825626465 
10.txt 200000.0 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 1371.5255194312967 
2.txt 200000.0 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 1278.7248156494197 
3.txt 200000.0 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 1292.7425710574964 
4.txt 200000.0 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 1263.6794291330361 
5.txt 200000.0 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 1218.4492184644837 
6.txt 200000.0 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 1268.4039150128679 
7.txt 200000.0 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 1261.4691241503785 
8.txt 200000.0 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 1363.0551023786431 
